Card ID,Title,Current Page,Proposed Area,Action,Flags,Owner,Card Type,Dataset,Last Modified,Age Days,Has Description,Locked
860416763,Social Media Net Follower Growth vs Goal,2024 Content Goals by Vertical,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-04-01,807,No,No
860514551,Subs - Renewals (Event Attributed Last Season),2025-26 AHL Subs,Subscriber Health,Document,No description,Charles Cooper,kpi,PROD | AHL 2025-26 Sub Tracker,2025-10-10,250,No,No
860643326,"Matthew Murman's Notebook Jun 3, 2024",Marketing Paid Media,Marketing,Merge,No description; Locked; Duplicate title,Matthew Murman,Text,RAW_paid_media_agg,2026-06-02,15,No,Yes
861214823,Event Attribution for ADCC 2024 Events,2024 ADCC Traffic,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr),,kpi,PROD | Attribution,2024-10-24,601,Yes,No
861419098,"Produced Counts by Rights Contract - Grappling, Racing, Track, Wrestling",Charles C. Sandbox,Content & Viewership,Retire,No description; Noise page,Charles Cooper,kpi,PROD | Content Agg,2025-09-03,287,No,No
861707308,Example,DEP - Video Impressions,Content & Viewership,Retire,Very stale (2+ yrs); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Video Ad Goals,2023-01-31,1233,No,Yes
862478396,Board Deck | Signups,Overview,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Board Deck | 2024 Signups,2024-09-18,637,No,No
863799703,PREVIOUS WEEK - Buffering - Incident Count,Buffering,Operations,Document,No description,LJ Helbig,kpi,PROD | Salesforce Incidents,2025-07-07,345,No,No
864019434,Clips - Engagements,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
864307238,Renewal Cash - Forecast,DEP - Exec Dashboard - 2025,Revenue & Finance,Retire,No description; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
864694772,Subscription Payments (number of payments),UAA,Subscriber Health,Merge,No description; Duplicate title,Kevin Sander,kpi,PROD | Payments,2026-02-13,124,No,No
864800020,FloRacing vs. Gen Pop,Audience Composition Database,Partnerships,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,Resonate Racing Data with Gen Pop,2024-03-13,826,No,No
865728569,Duplicate Tags - Projects that are mapped to multiple tags,Cloud Spend - Deep Dive,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Cloud Spend,2024-10-28,597,No,Yes
865762256,Engagement Rate,Overview,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description; Locked,Charles Cooper,kpi,Social Media Post Metrics,2023-06-19,1094,No,Yes
865958808,Active Subscriptions by Race Type,DEP - Strategy,Subscriber Health,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,PROD | Dim Subscription,2024-10-28,597,No,Yes
866351707,Rootly Incidents,MTTR / MTTM,Operations,Merge,No description; Duplicate title,LJ Helbig,kpi,PROD | Rootly Incidents,2026-05-21,27,No,No
866974430,MileSplit PVs by Page Type - Live Results Not Included,Milesplit - Signups and PVs,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Fact Activity,2024-02-15,853,No,No
867013644,Studio Shows Full Episodes - (Ordered by Publish Date),Studio Shows Reporting,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,Social Media Post Metrics,2025-02-02,500,No,No
867088853,ECA by Rights Contract,DEP - Global Partnerships Season Close Out,Partnerships,Retire,No description; Noise page,Adair Lyden,kpi,PROD | Rights Term Agg - Salesforce,2025-10-02,258,No,No
867192280,Viewership by Event,College Viewership for RAQ,Revenue & Finance,Merge,No description; Duplicate title,Charles Cooper,kpi,raw_college_viewership,2026-02-13,124,No,No
867370382,Full Year,Cooper's Graveyard,Content & Viewership,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-02-06,862,No,No
867528371,Live Minutes - 24/7 Racing,24/7 FAST Channels,Ad Sales,Document,No description,Charles Cooper,kpi,PROD | Viewer Agg,2025-07-15,337,No,No
868846279,Dataset Refresh Aging ◢,DEP - Instance Governance Dashboard,Domo Admin,Retire,Very stale (2+ yrs); Noise page,,kpi,PROD | Dataset for Instance Governance Dashboard App,2023-07-20,1063,Yes,No
868999561,Milesplit Uniques by State Site,MileSplit Uniques by State,Unmapped,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,DEP Milesplit Uniques by State Site,2024-05-10,768,No,No
869040144,"Charles Cooper's Notebook Feb 6, 2024",2025 Content Goals,Content & Viewership,Merge,No description; No dataset; Duplicate title,Charles Cooper,Text,,2026-02-04,133,No,No
870928514,Renewal Yearly Cash,DEP - Exec Dashboard - 2024,Revenue & Finance,Retire,Stale (1+ yr); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2024,2024-10-28,597,No,Yes
871151817,September Weekly Engagement,Orphan,Audience & Traffic,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,DEP_slt_weekly_engagement_metrics,2023-10-12,979,No,No
871669030,Event Calendar (Alt),DEP - Programming Calendar,Content & Viewership,Retire,Stale (1+ yr); Locked; Noise page,Matthew Murman,kpi,PROD | Programming Calendar - Racing,2024-10-28,597,Yes,Yes
872285987,"Charles Cooper's Notebook Apr 4, 2024",2024 FloFilms and Original Series,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; No dataset,Charles Cooper,Text,,2024-04-04,804,No,No
873518892,Rootly Incidents (custom),Overview,Operations,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,PROD | Rootly Incidents,2024-10-28,597,No,No
873546463,Cloud Spend Vs Budget,FinOps,Revenue & Finance,Document,No description,Matthew Williams,kpi,PROD | Cloud Spend,2025-09-17,273,No,No
873848117,CC Table,Resonate Data,Partnerships,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,DEP_resonate_data,2024-03-12,827,No,No
873983630,Vertical Filter,Social Media Monetization,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,Daily and Bonus Social Revenue Reports,2024-05-13,765,No,No
874245245,"Marshall Payne's Notebook Feb 6, 2023",DEP - YoY Funnel,Acquisition & Funnel,Retire,Very stale (2+ yrs); No description; No dataset; Noise page,,Text,,2023-05-15,1129,No,No
874272850,Ad Button Presses - Dynamic Aggregation,Adair's Dashboard,Unmapped,Retire,No description; Duplicate title; Noise page,Adair Lyden,kpi,PROD | Ad Button Presses,2025-07-07,345,No,No
874462855,"Matthew Murman's Notebook Jan 10, 2025",Exec Dashboard - 2026,Executive,Merge,No description; No dataset; Duplicate title,Matthew Murman,Text,,2026-02-02,135,No,No
875280492,% of Audience Crossover,College Crossover Viewership,Audience & Traffic,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Crossover College Conference Viewership,2024-11-18,576,No,No
875436054,Median Views of Vertical + Month Published - Facebook Post,Content - Median Video Views,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Video Median Views Grouped By Content Title,2024-01-08,891,No,No
875911889,Duplicate of Event Planning Status,Sam's Dashboard (taken from Angela),Unmapped,Retire,Very stale (2+ yrs); No description; Noise page,Sam Puri,kpi,PROD | Event Agg - Salesforce,2024-03-14,825,No,No
876139094,Engagement Rate - YoY,Overview,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Charles Cooper,kpi,Social Media Post Metrics,2024-06-28,719,No,Yes
876382223,Duplicate of Events Last Year,Orphan,Unmapped,Retire,Very stale (2+ yrs); No description; Locked; Noise page; Orphan,Charles Cooper,kpi,PROD | Event Agg,2023-06-19,1094,No,Yes
876539285,"Matthew Murman's Notebook Jun 14, 2024",Email Marketing,Marketing,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,Matthew Murman,Text,,2024-10-28,597,No,Yes
877637910,Duplicate of 7 Day STC Rate (Blended),Milesplit Signups,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs),David Scott,kpi,PROD | Attribution,2024-05-14,764,Yes,No
877741443,Churn by Reason - Stripe Only - Overtime,Churn/Renewal,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,PROD | Subscription Period Agg,2024-12-10,554,No,No
877848938,Duplicate of Subscription Payments by Contract,Week 6 postseason Wrestling,Subscriber Health,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Travis Peter,kpi,PROD | Payments,2024-02-19,849,No,No
878175631,Plan Vertical,2025 Attribution Forecast,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,raw_forecast_attribution_change_log,2025-03-05,469,No,No
879169513,2024-2025 Total Live to Social Video Views,Live to Social Event Viewership,Content & Viewership,Document,No description,Charles Cooper,kpi,Live to Social Streams with Event Data,2025-09-12,278,No,No
879289858,Deal Overview - 2024-2025,2024 RAQ Goal Attainment,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Adair Lyden,kpi,PROD | RAQ Bookings Snapshot,2024-02-06,862,No,No
879371130,By Vertical,Non Booked Review,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | SOT Non Booked by Vertical,2024-11-14,580,No,No
880096179,Streaming | Event Level,Stream Stats,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,LJ Helbig,kpi,PROD | Stream Agg,2024-10-28,597,No,No
880228047,Rolling Forecast vs Budget,Operations Production Budget and Forecasts,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Event Agg - Salesforce,2024-10-28,597,No,Yes
880474822,Renewal Cash,DEP - Exec Dashboard - 2023,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2023,2023-08-02,1050,No,Yes
880556471,Win Rate Review (2026),Weighted Pipeline,Revenue & Finance,Document,No description,Emi Boles,kpi,RAW_contract_forecast_sot,2026-04-07,71,No,No
880942475,Vendor Breakdown,Signups,Acquisition & Funnel,Document,No description,Matthew Williams,kpi,PROD | Attribution,2026-04-01,77,No,No
881348027,Roles,DEP - DomoStats DataSets and DataFlows App,Domo Admin,Retire,Very stale (2+ yrs); Duplicate title; Noise page,,kpi,DomoStats - DataFlows DataSets People and Health,2023-07-20,1063,Yes,No
881828837,Social Revenue - YT,Social Media Monetization,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Daily and Bonus Social Revenue Reports,2024-05-13,765,No,No
882110102,Bridge to Plan - Feb,Intra Month and Year Pacing,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | FEB-25 SIGNUPS INVERSE,2025-03-28,446,No,No
882209840,PROD Content User Counts,Overview,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD Content User Counts,2023-07-10,1073,No,No
882323625,Organic Search Gross Vists,Orphan,Audience & Traffic,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Visits Web,2023-11-22,938,No,No
883763091,Video PVs :,WIP - 2024 Landing Page,Content & Viewership,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page,Charles Cooper,kpi,PROD | Content Agg,2024-06-12,735,No,No
884831872,2025 College Conference - Signup Metrics Pacing,Shared,Acquisition & Funnel,Triage,No description; Shared/root,Charles Cooper,kpi,PROD | Attribution,2026-04-08,70,No,No
885185344,"Karen O&#39;Brien's Notebook Jun 3, 2026",Funnel Step CTR,Acquisition & Funnel,Merge,No description; No dataset; Duplicate title,Karen O'Brien,Text,,2026-06-04,13,No,No
885205416,"Live | AWS Costs by Services Tagged ""Live Streams""",Live,Revenue & Finance,Document,No description,Matthew Williams,kpi,FinOps | AWS Costs by Service,2025-06-25,357,No,No
885403981,Duplicate of Minutes per Unique,Copy of Rights Deep Dive,Content & Viewership,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page,Travis Peter,kpi,PROD | Viewer Agg,2024-02-19,849,No,No
886059598,Rights Forecast Close Date - Feb '25,Monthly KPI Sheet,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,RAW_contract_forecast_log_flat,2025-06-09,373,No,No
886423869,ECA,Music OKR,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Matthew Murman,kpi,PROD | ECA Agg,2025-03-03,471,No,No
886452157,Anything Else?,Global Partner Survey Dashboard (PSAT),Partnerships,Review → Keep or Retire,Stale (1+ yr),Charles Boehmig,kpi,FED | PSAT Survey Data,2025-06-03,379,Yes,No
887124357,Video Views by Platform - YTD,Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2024-03-18,821,No,No
887187322,Unit Economics - With Metrics,Cloud Spend - Exec Summary,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Drew Dalton,kpi,PROD | Cloud Spend - Unit Economics,2025-05-01,412,No,No
887724629,Video Ad Revenue by Device Type,Ad Sales Daily Report,Revenue & Finance,Document,No description,Charles Cooper,kpi,raw_gam_spring_granular,2025-11-13,216,No,No
887845692,Big Ole table,DEP - and Reactivated Cash,Subscriber Health,Retire,Very stale (2+ yrs); No description; Locked; Noise page,Matthew Murman,kpi,"PROD | Monthly Plan, Goals - 2023",2023-06-19,1094,No,Yes
888194625,% of Quarter Completed,2025 Content Goals by Vertical,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | 2025 Content Goals,2025-02-26,476,No,No
888245235,2024 Replay VODS: Attributed Subs by Day,Shared,Content & Viewership,Triage,Stale (1+ yr); No description; Shared/root,Charles Cooper,kpi,PROD | Content Agg,2024-12-12,552,No,No
889139446,Grappling Unique Views by Content Type - Table to Export,Grappling Content Trends,Product & Tech,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2024-02-27,841,No,No
889191887,Owned Subs YoY,Social Media - Post Performance,Marketing,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD | Marketing Channels,2024-01-23,876,No,No
889471369,Weight Class Filter,FloWrestling HS Premium Rankings Pageviews,Unmapped,Keep,,Matthew Williams,kpi,FloWrestling High School Premium Rankings by State,2026-01-20,148,Yes,No
889870885,"Charles Cooper's Notebook Jan 4, 2025",FloSports: Daily Sub Report,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; No dataset,Charles Cooper,Text,,2025-01-13,520,No,No
890007003,ACV,2022-23 Varsity Year End Analysis,Unmapped,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Charles Cooper,kpi,PROD | Attribution,2023-09-20,1001,No,Yes
890425647,Event Breakdown,Cyon's Dashboard,Unmapped,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,PROD | Event Agg,2024-11-04,590,No,Yes
890583320,Income,Racing Segmentation Resonate Data Demographics,Partnerships,Merge,No description; Duplicate title,,kpi,FED | Gen Pop,2025-07-28,324,No,No
890949078,Upcoming Renewals,Upcoming Renewals,Subscriber Health,Review → Retire,Very stale (2+ yrs); No description; Locked,,kpi,PROD | Dim Subscription,2023-12-08,922,No,Yes
891452610,Signups by Day - IBJJF Contracts,Cooper's Graveyard,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,PROD | Attribution,2025-04-29,414,No,No
891945277,ECA by Account Name,Orphan,Revenue & Finance,Retire,Stale (1+ yr); No description; Noise page; Orphan,,kpi,PROD | Event Agg - Salesforce,2024-10-24,601,No,No
892125423,GA3 vs GA4 7 day active user variance,Overview,Unmapped,Review → Retire,Very stale (2+ yrs); No description,,kpi,PROD | GA3 vs GA4,2024-01-18,881,No,No
892378106,Display Impressions MTD,Ad Sales Reporting - MTD,Marketing,Document,No description,Charles Cooper,kpi,raw_gam_spring_granular,2026-06-01,16,No,No
892511158,VOD | Stream Minutes vs AWS Cost | Codec,VOD,Content & Viewership,Document,No description,Matthew Williams,kpi,Codec - VOD v2,2025-06-25,357,No,No
892576652,Total Costs,2025 Small Racing Deals,Revenue & Finance,Document,No description,Matthew Williams,kpi,racing_viewership_small_contracts,2026-02-11,126,No,No
893290052,"Matthew Murman's Notebook Oct 31, 2024",ZZ - ARCHIVE,Unmapped,Retire,Stale (1+ yr); No description; No dataset; Duplicate title; Noise page,Matthew Murman,Text,,2024-10-31,594,No,No
893891359,Streaming Incident Mitigation Time by Type,MTTR / MTTM,Operations,Keep,,LJ Helbig,kpi,PROD | Rootly Incidents,2026-04-03,75,Yes,No
894023150,Event Table of Contents,Orphan,Content & Viewership,Retire,No description; Duplicate title; Noise page; Orphan,LJ Helbig,kpi,PROD | Event Agg,2026-03-09,100,No,No
